entity_id,entity_name,segment,owner
UTI001,Utility program 1,Core,Operations
UTI002,Utility program 2,Core,Operations
UTI003,Utility program 3,Strategic,Analytics
UTI004,Utility program 4,Watch,Revenue
UTI005,Utility program 5,Watch,Customer
UTI006,Utility program 6,Watch,Revenue
UTI007,Utility program 7,Core,Operations
UTI008,Utility program 8,Core,Analytics
UTI009,Utility program 9,Watch,Analytics
UTI010,Utility program 10,Growth,Analytics
UTI011,Utility program 11,Growth,Analytics
UTI012,Utility program 12,Strategic,Analytics
UTI013,Utility program 13,Core,Product
UTI014,Utility program 14,Core,Analytics
UTI015,Utility program 15,Strategic,Customer
UTI016,Utility program 16,Watch,Analytics
UTI017,Utility program 17,Core,Revenue
UTI018,Utility program 18,Watch,Customer
UTI019,Utility program 19,Watch,Product
UTI020,Utility program 20,Growth,Revenue
UTI021,Utility program 21,Core,Product
UTI022,Utility program 22,Strategic,Customer
UTI023,Utility program 23,Watch,Operations
UTI024,Utility program 24,Growth,Operations
UTI025,Utility program 25,Growth,Operations
UTI026,Utility program 26,Core,Analytics
UTI027,Utility program 27,Watch,Customer
UTI028,Utility program 28,Strategic,Analytics
UTI029,Utility program 29,Strategic,Analytics
UTI030,Utility program 30,Strategic,Analytics
UTI031,Utility program 31,Core,Operations
UTI032,Utility program 32,Growth,Customer
UTI033,Utility program 33,Core,Product
UTI034,Utility program 34,Growth,Operations
UTI035,Utility program 35,Growth,Product
UTI036,Utility program 36,Watch,Customer
